boundary_id,owner,file,mechanism,reviewed_line,trigger,reactive_reads,isolation,catch_behavior,generation_guard,failure_behavior,category,routing,callback_contract,reactive_consumer,restore_specific
modules/datawizard_module.R::later::1,Data Wizard / shell,modules/datawizard_module.R,later,582,later event-loop timer,Direct: callback arguments/captured state; transitive: callback body and invoked restore helpers,Callback body must use isolate() or approved restore callback runner for reactive reads,Local tryCatch/approved callback runner where present; otherwise Shiny/later logs error,Restore generation/job token where owned; otherwise latest state/session lifetime,No-op when stale; caught failures log/settle the restore job; uncaught failures abort that callback,1,reviewed raw boundary,documented captured-values-only implementation,no,yes
modules/datawizard_module.R::on.exit finalizer::1,Data Wizard / shell,modules/datawizard_module.R,on.exit finalizer,855,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/datawizard_module.R::on.exit finalizer::2,Data Wizard / shell,modules/datawizard_module.R,on.exit finalizer,916,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/datawizard_module.R::on.exit finalizer::3,Data Wizard / shell,modules/datawizard_module.R,on.exit finalizer,1099,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/datawizard_module.R::on.exit finalizer::4,Data Wizard / shell,modules/datawizard_module.R,on.exit finalizer,1116,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/datawizard_module.R::on.exit finalizer::5,Data Wizard / shell,modules/datawizard_module.R,on.exit finalizer,1128,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
modules/datawizard_module.R::on.exit finalizer::6,Data Wizard / shell,modules/datawizard_module.R,on.exit finalizer,1171,"lexical function exit, including error/interrupt",Direct: captured resource/guard; transitive: none,"N/A; lexical finalizer, not a reactive consumer",Best-effort try/tryCatch when present; otherwise preserves normal R unwinding,Exactly-once lexical stack unwinding,Releases resource/resets guard; an uncaught cleanup error propagates,3,reviewed raw boundary,not applicable: finalizer,no,no
custom::restore-job-timeout,Session restore orchestrator,R/session_save_restore/session_save_restore_core_helpers.R,custom timeout finalizer,93,registered restore job timeout,Direct: job id and generation; transitive: registry settlement state,Callback captures immutable job identity; no reactive reads,Registry callback wrapper catches and records errors,Active restore generation plus unsettled job id,Marks timed-out job failed and unblocks settlement,3,reviewed custom callback,not applicable: finalizer,no,no
custom::grid-restore-pending,Grid,modules/Grid_module.R,custom retry,217,initial flush and 100ms retries until inputs bind,Direct: saved Grid inputs; transitive: widget binding state,Entire retry body is isolate(),tryCatch logs callback failure,Captured restore generation and bounded attempt count,Stale callbacks no-op; exhaustion retains safe defaults,1,reviewed custom callback,documented captured-values-only implementation,no,yes
custom::heatmap-cache-retry,Heatmap,modules/Heatmap/Heatmap_observers_restore.R,custom retry,852,post-flush cache rebuild retry,Direct: captured restore context and plain-environment heatmap_state; transitive: reactive cache/render readiness,heatmap_safe_on_flushed routes through common runner isolation; heatmap_state reads are non-reactive,Common restore runner catches/logs and settles the shared Heatmap replay/render job,Captured session restore generation and registry job identity,Stale/failing callbacks settle the registered work without corrupting state,1,reviewed custom callback,shared restore callback runner,no,yes
custom::gsea-restore-poll,GSEA,modules/GSEA/GSEA_module_observer.R,custom retry,1434,250ms reactive polling while restore analysis is pending,Direct: gsea_restore_pending; transitive: analysis readiness and request state,Inside observe consumer; intentional reactive polling,Observer error handling reports analysis failure,Pending request identity and supersession checks,Stops polling on terminal failure and clears pending state,2,reviewed custom callback,not applicable: reactive consumer,yes,no
custom::abundances-pending-ui,Abundances,modules/abundances/abundances_observer.R,custom retry,729,reactive retry after pending UI restore cannot yet apply,Direct: pending saved inputs; transitive: input binding and data readiness,Reads occur in restore observer/reactive consumer,Observer catches/logs application failures,Pending snapshot is replaced/cleared by latest restore,Retains pending values for next bounded reactive opportunity,2,reviewed custom callback,not applicable: reactive consumer,yes,no
custom::datawizard-submodule-retry,Data Wizard / core,modules/Data Wizard/core/datawizard_core_submodule_session.R,custom retry,494,post-stabilization retry after submodule restore,Direct: immutable submodule restore state; transitive: module callback readiness,schedule_restore_callback invokes callback under isolate,"Shared scheduler catches, logs, and settles job","Snapshot id, retry key, generation, and finalized flag",Stale/duplicate retry no-ops; failure is logged and finalized,1,reviewed custom callback,shared restore callback runner,no,yes
custom::assign-rules-input-retry,Data Wizard / assign rules,modules/Data Wizard/datawizard_assign_rules.R,custom retry,1420,nested post-flush retry for both dynamic input replay families,Direct: captured payload generation pending identity and replay job; transitive: dynamic input binding state,Every deferred callback invokes .run_session_restore_callback and all reactive reads occur in its isolate,Shared runner classifies failures; family resolver settles the associated job exactly once,Captured session generation plus pending snapshot identity,Logs terminal unresolved controls; stale and failed callbacks cannot clear or update a newer generation,1,reviewed Category 1 shared-runner boundary,shared restore callback runner,no,yes
custom::datawizard-guard-finalizer,Data Wizard / registration,R/session_save_restore/session_save_restore_module_registration.R,custom finalizer,2092,post-flush or synchronous fallback guard release,Direct: restore guard/job id; transitive: none,Callback uses captured values and isolated shared runner,Shared callback runner catches and settles job,Restore generation and guard-release job id,Always releases guard; failure settles job as failed,3,reviewed custom callback,not applicable: finalizer,no,no
custom::heatmap-replay-render-settlement,Heatmap,modules/Heatmap/Heatmap_module.R,custom settlement job,686,Heatmap session state hydration before deferred replay/render,"Direct: isolated rv restore generation; transitive: deferred replay/render reactiveVal, reactive, rv, and input reads",Generation is snapshotted with isolate; deferred reads run under .run_session_restore_callback isolation; heatmap_state is a plain environment,Registration errors log; common runner catches callback errors and registry resolver is guarded,Registry generation plus common-runner check of captured restore generation,"Required replay/render work settles success, stale, or failure exactly once; timeout prevents restore settlement from hanging",1,reviewed custom callback,shared restore callback runner,no,yes
